run_id,start_idx,end_idx,n_samples,duration_sec,success,pos_err,goal_x,goal_y,final_x,final_y,noise_strength_max,blur_strength_max,brightness_strength_max,group
561,561304,562303,1000,9.99000000203523,True,0.0026027152634976736,0.2,-0.15,0.19875130833452642,-0.15260271526349767,0.0,0.0,0.9558958581207754,brightness_only
562,562304,563303,1000,9.99000000203523,True,0.00943446593561073,0.2,-0.15,0.1947467335439185,-0.15943446593561073,0.0,0.0,0.0894594990704145,brightness_only
563,563304,564303,1000,9.99000000203523,False,0.20505662575815514,0.2,-0.15,0.38735716638338374,0.05505662575815515,0.0,0.8548506547479631,0.0,blur_only
564,564304,565303,1000,9.99000000203523,True,0.005198599766362139,0.2,-0.15,0.19480140023363787,-0.1515703235238809,0.0,0.0,0.11549692100106712,brightness_only
565,565304,566303,1000,9.99000000203523,False,0.2237557130133357,0.2,-0.15,0.2420762960364132,0.07375571301333571,0.0,0.45986426015266757,0.0,blur_only
566,566304,567303,1000,9.99000000203523,True,0.01842096386247774,0.2,-0.15,0.20899879144625597,-0.16842096386247773,0.0,0.11144634682160426,0.0,blur_only
567,567304,568303,1000,9.99000000203523,False,0.18685425889057866,0.2,-0.15,0.2782902969442486,0.03685425889057867,0.5126456783901778,0.0,0.0,noise_only
568,568304,569303,1000,9.99000000203523,True,0.0057959402563315665,0.2,-0.15,0.20291541967874344,-0.15579594025633156,0.0,0.5220956516934334,0.0,blur_only
569,569304,570303,1000,9.99000000203523,True,0.010273881129051587,0.2,-0.15,0.19663924379562797,-0.16027388112905158,0.0,0.0,0.6870555425619242,brightness_only
570,570304,571303,1000,9.99000000203523,True,0.017323005888689375,0.2,-0.15,0.20250721270382785,-0.13267699411131062,0.0,0.4193739670909552,0.0,blur_only
571,571304,572303,1000,9.99000000203523,True,0.002972635729840356,0.2,-0.15,0.1996020411919641,-0.15297263572984035,0.0,0.0,0.15944191396990648,brightness_only
572,572304,573303,1000,9.99000000203523,True,0.003218603610124632,0.2,-0.15,0.19866998201422462,-0.14678139638987536,0.0,0.0,0.020817461621348232,brightness_only
573,573304,574303,1000,9.99000000203523,True,0.0052301169852274065,0.2,-0.15,0.20523011698522742,-0.1545595392904241,0.0,0.0,0.07836648591431405,brightness_only
574,574304,575303,1000,9.99000000203523,False,0.06939709070265578,0.2,-0.15,0.20855933308829816,-0.08060290929734422,0.6645568601192524,0.0,0.0,noise_only
575,575304,576303,1000,9.99000000203523,False,0.25373275865259554,0.2,-0.15,0.18563486919501923,0.10373275865259554,0.0,0.0,0.9836758266248709,brightness_only
576,576304,577303,1000,9.99000000203523,False,0.18562300580992136,0.2,-0.15,0.22949203146815045,0.03562300580992135,0.0,0.48489925586341487,0.0,blur_only
577,577304,578303,1000,9.99000000203523,False,0.10270963860599414,0.2,-0.15,0.2638889470285874,-0.04729036139400585,0.9629170291191977,0.0,0.0,noise_only
578,578304,579303,1000,9.99000000203523,False,0.20374973245776604,0.2,-0.15,0.23925554280587863,0.05374973245776604,0.0,0.9486762936397432,0.0,blur_only
579,579304,580303,1000,9.99000000203523,True,0.008767670149463475,0.2,-0.15,0.20243992292842622,-0.14123232985053652,0.0,0.0,0.28203866627847873,brightness_only
580,580304,581303,1000,9.99000000203523,False,0.12555312266980628,0.2,-0.15,0.29049211383385265,-0.024446877330193725,0.0,0.0,0.8732326157935676,brightness_only
581,581304,582303,1000,9.99000000203523,False,0.14296730972680788,0.2,-0.15,0.1930061540662577,-0.007032690273192117,0.0,0.696696028260744,0.0,blur_only
582,582304,583303,1000,9.99000000203523,True,0.01213227677094178,0.2,-0.15,0.2121322767709418,-0.1556969259469578,0.0,0.0,0.5595255205111997,brightness_only
583,583304,584303,1000,9.99000000203523,False,0.29400330217571924,0.2,-0.15,0.29287618933338583,0.14400330217571924,0.7628559304136372,0.0,0.0,noise_only
